,Algorithm,CandidatesNum,PopulationSize,Alpha,IterationNumber,Result
9252,5,30,25,0.1,15,4.6
9253,5,30,25,0.1,20,4.6
9254,5,30,25,0.1,25,4.6
9255,5,30,25,0.1,30,4.2
9256,5,30,25,0.1,35,4.6
9257,5,30,25,0.1,40,4.4
9258,5,30,25,0.1,45,4.8
9259,5,30,25,0.1,50,4.6
9260,5,30,25,0.15,5,7.2
9261,5,30,25,0.15,10,6.4
9262,5,30,25,0.15,15,5.2
9263,5,30,25,0.15,20,5.0
9264,5,30,25,0.15,25,5.0
9265,5,30,25,0.15,30,4.8
9266,5,30,25,0.15,35,4.8
9267,5,30,25,0.15,40,4.8
9268,5,30,25,0.15,45,4.6
9269,5,30,25,0.15,50,4.0
9270,5,30,25,0.2,5,7.8
9271,5,30,25,0.2,10,6.8
9272,5,30,25,0.2,15,5.8
9273,5,30,25,0.2,20,6.2
9274,5,30,25,0.2,25,6.0
9275,5,30,25,0.2,30,4.8
9276,5,30,25,0.2,35,5.0
9277,5,30,25,0.2,40,5.2
9278,5,30,25,0.2,45,5.2
9279,5,30,25,0.2,50,4.8
9280,5,30,25,0.25,5,8.0
9281,5,30,25,0.25,10,6.8
9282,5,30,25,0.25,15,6.6
9283,5,30,25,0.25,20,6.0
9284,5,30,25,0.25,25,5.6
9285,5,30,25,0.25,30,6.0
9286,5,30,25,0.25,35,5.4
9287,5,30,25,0.25,40,6.0
9288,5,30,25,0.25,45,5.6
9289,5,30,25,0.25,50,5.2
9290,5,30,25,0.3,5,9.0
9291,5,30,25,0.3,10,6.6
9292,5,30,25,0.3,15,7.2
9293,5,30,25,0.3,20,6.6
9294,5,30,25,0.3,25,6.6
9295,5,30,25,0.3,30,6.4
9296,5,30,25,0.3,35,5.8
9297,5,30,25,0.3,40,5.6
9298,5,30,25,0.3,45,6.0
9299,5,30,25,0.3,50,5.8
9300,5,30,30,0.05,5,7.0
9301,5,30,30,0.05,10,5.0
9302,5,30,30,0.05,15,4.8
9303,5,30,30,0.05,20,4.2
9304,5,30,30,0.05,25,4.6
9305,5,30,30,0.05,30,4.4
9306,5,30,30,0.05,35,4.6
9307,5,30,30,0.05,40,4.2
9308,5,30,30,0.05,45,4.6
9309,5,30,30,0.05,50,4.2
9310,5,30,30,0.1,5,6.8
9311,5,30,30,0.1,10,5.2
9312,5,30,30,0.1,15,4.6
9313,5,30,30,0.1,20,4.4
9314,5,30,30,0.1,25,4.2
9315,5,30,30,0.1,30,4.8
9316,5,30,30,0.1,35,4.4
9317,5,30,30,0.1,40,4.4
9318,5,30,30,0.1,45,4.6
9319,5,30,30,0.1,50,4.6
9320,5,30,30,0.15,5,7.6
9321,5,30,30,0.15,10,5.8
9322,5,30,30,0.15,15,5.0
9323,5,30,30,0.15,20,5.0
9324,5,30,30,0.15,25,5.2
9325,5,30,30,0.15,30,4.4
9326,5,30,30,0.15,35,4.4
9327,5,30,30,0.15,40,4.8
9328,5,30,30,0.15,45,4.2
9329,5,30,30,0.15,50,4.2
9330,5,30,30,0.2,5,7.6
9331,5,30,30,0.2,10,6.8
9332,5,30,30,0.2,15,6.0
9333,5,30,30,0.2,20,5.6
9334,5,30,30,0.2,25,5.6
9335,5,30,30,0.2,30,5.4
9336,5,30,30,0.2,35,4.8
9337,5,30,30,0.2,40,4.6
9338,5,30,30,0.2,45,5.2
9339,5,30,30,0.2,50,5.0
9340,5,30,30,0.25,5,8.2
9341,5,30,30,0.25,10,7.6
9342,5,30,30,0.25,15,6.2
9343,5,30,30,0.25,20,6.2
9344,5,30,30,0.25,25,6.0
9345,5,30,30,0.25,30,6.0
9346,5,30,30,0.25,35,5.8
9347,5,30,30,0.25,40,5.4
9348,5,30,30,0.25,45,5.0
9349,5,30,30,0.25,50,5.4
9350,5,30,30,0.3,5,8.0
9351,5,30,30,0.3,10,7.4
9352,5,30,30,0.3,15,7.4
9353,5,30,30,0.3,20,6.6
9354,5,30,30,0.3,25,6.6
9355,5,30,30,0.3,30,5.8
9356,5,30,30,0.3,35,5.8
9357,5,30,30,0.3,40,6.0
9358,5,30,30,0.3,45,5.4
9359,5,30,30,0.3,50,5.6
9360,5,30,35,0.05,5,6.2
9361,5,30,35,0.05,10,5.2
9362,5,30,35,0.05,15,4.4
9363,5,30,35,0.05,20,4.6
9364,5,30,35,0.05,25,4.4
9365,5,30,35,0.05,30,4.2
9366,5,30,35,0.05,35,4.2
9367,5,30,35,0.05,40,4.8
9368,5,30,35,0.05,45,4.2
9369,5,30,35,0.05,50,4.6
9370,5,30,35,0.1,5,7.8
9371,5,30,35,0.1,10,5.4
9372,5,30,35,0.1,15,4.8
9373,5,30,35,0.1,20,4.6
9374,5,30,35,0.1,25,4.8
9375,5,30,35,0.1,30,4.6
9376,5,30,35,0.1,35,4.2
9377,5,30,35,0.1,40,4.2
9378,5,30,35,0.1,45,4.2
9379,5,30,35,0.1,50,4.6
9380,5,30,35,0.15,5,7.4
9381,5,30,35,0.15,10,6.4
9382,5,30,35,0.15,15,5.2
9383,5,30,35,0.15,20,4.8
9384,5,30,35,0.15,25,4.6
9385,5,30,35,0.15,30,5.0
9386,5,30,35,0.15,35,4.6
9387,5,30,35,0.15,40,4.6
9388,5,30,35,0.15,45,4.6
9389,5,30,35,0.15,50,4.6
9390,5,30,35,0.2,5,7.0
9391,5,30,35,0.2,10,6.6
9392,5,30,35,0.2,15,5.6
9393,5,30,35,0.2,20,5.6
9394,5,30,35,0.2,25,5.6
9395,5,30,35,0.2,30,5.2
9396,5,30,35,0.2,35,5.4
9397,5,30,35,0.2,40,5.0
9398,5,30,35,0.2,45,5.2
9399,5,30,35,0.2,50,4.6
9400,5,30,35,0.25,5,8.4
9401,5,30,35,0.25,10,6.4
9402,5,30,35,0.25,15,7.2
9403,5,30,35,0.25,20,6.0
9404,5,30,35,0.25,25,6.2
9405,5,30,35,0.25,30,5.2
9406,5,30,35,0.25,35,5.8
9407,5,30,35,0.25,40,5.4
9408,5,30,35,0.25,45,5.4
9409,5,30,35,0.25,50,5.0
9410,5,30,35,0.3,5,8.2
9411,5,30,35,0.3,10,7.8
9412,5,30,35,0.3,15,6.4
9413,5,30,35,0.3,20,7.0
9414,5,30,35,0.3,25,7.0
9415,5,30,35,0.3,30,6.2
9416,5,30,35,0.3,35,6.0
9417,5,30,35,0.3,40,6.0
9418,5,30,35,0.3,45,5.8
9419,5,30,35,0.3,50,5.8
9420,5,30,40,0.05,5,6.2
9421,5,30,40,0.05,10,4.6
9422,5,30,40,0.05,15,4.6
9423,5,30,40,0.05,20,4.6
9424,5,30,40,0.05,25,4.6
9425,5,30,40,0.05,30,4.6
9426,5,30,40,0.05,35,4.6
9427,5,30,40,0.05,40,4.4
9428,5,30,40,0.05,45,4.6
9429,5,30,40,0.05,50,4.4
9430,5,30,40,0.1,5,7.0
9431,5,30,40,0.1,10,5.8
9432,5,30,40,0.1,15,4.4
9433,5,30,40,0.1,20,4.8
9434,5,30,40,0.1,25,4.6
9435,5,30,40,0.1,30,4.6
9436,5,30,40,0.1,35,4.2
9437,5,30,40,0.1,40,4.4
9438,5,30,40,0.1,45,4.0
9439,5,30,40,0.1,50,4.0
9440,5,30,40,0.15,5,7.2
9441,5,30,40,0.15,10,5.4
9442,5,30,40,0.15,15,5.2
9443,5,30,40,0.15,20,4.8
9444,5,30,40,0.15,25,4.4
9445,5,30,40,0.15,30,4.6
9446,5,30,40,0.15,35,4.6
9447,5,30,40,0.15,40,4.6
9448,5,30,40,0.15,45,4.6
9449,5,30,40,0.15,50,4.4
9450,5,30,40,0.2,5,6.6
9451,5,30,40,0.2,10,6.4
9452,5,30,40,0.2,15,5.8
9453,5,30,40,0.2,20,5.6
9454,5,30,40,0.2,25,5.2
9455,5,30,40,0.2,30,5.2
9456,5,30,40,0.2,35,5.0
9457,5,30,40,0.2,40,5.0
9458,5,30,40,0.2,45,5.0
9459,5,30,40,0.2,50,4.8
9460,5,30,40,0.25,5,7.8
9461,5,30,40,0.25,10,7.0
9462,5,30,40,0.25,15,6.4
9463,5,30,40,0.25,20,6.0
9464,5,30,40,0.25,25,5.8
9465,5,30,40,0.25,30,5.6
9466,5,30,40,0.25,35,5.6
9467,5,30,40,0.25,40,5.2
9468,5,30,40,0.25,45,5.0
9469,5,30,40,0.25,50,5.0
9470,5,30,40,0.3,5,8.2
9471,5,30,40,0.3,10,7.0
9472,5,30,40,0.3,15,6.4
9473,5,30,40,0.3,20,6.8
9474,5,30,40,0.3,25,6.6
9475,5,30,40,0.3,30,5.6
9476,5,30,40,0.3,35,6.0
9477,5,30,40,0.3,40,5.8
9478,5,30,40,0.3,45,6.2
9479,5,30,40,0.3,50,5.8
9480,5,30,45,0.05,5,6.8
9481,5,30,45,0.05,10,4.6
9482,5,30,45,0.05,15,4.6
9483,5,30,45,0.05,20,4.4
9484,5,30,45,0.05,25,4.4
9485,5,30,45,0.05,30,4.4
9486,5,30,45,0.05,35,4.4
9487,5,30,45,0.05,40,4.6
9488,5,30,45,0.05,45,4.8
9489,5,30,45,0.05,50,4.6
9490,5,30,45,0.1,5,6.8
9491,5,30,45,0.1,10,5.0
9492,5,30,45,0.1,15,5.0
9493,5,30,45,0.1,20,4.8
9494,5,30,45,0.1,25,4.0
9495,5,30,45,0.1,30,4.4
9496,5,30,45,0.1,35,4.4
9497,5,30,45,0.1,40,4.0
9498,5,30,45,0.1,45,4.8
9499,5,30,45,0.1,50,4.2
9500,5,30,45,0.15,5,7.2
9501,5,30,45,0.15,10,6.2
9502,5,30,45,0.15,15,5.6
9503,5,30,45,0.15,20,5.0
9504,5,30,45,0.15,25,4.8
9505,5,30,45,0.15,30,4.6
9506,5,30,45,0.15,35,4.6
9507,5,30,45,0.15,40,4.6
9508,5,30,45,0.15,45,4.2
9509,5,30,45,0.15,50,4.6
9510,5,30,45,0.2,5,6.8
9511,5,30,45,0.2,10,6.2
9512,5,30,45,0.2,15,5.8
9513,5,30,45,0.2,20,5.8
9514,5,30,45,0.2,25,5.2
9515,5,30,45,0.2,30,5.4
9516,5,30,45,0.2,35,4.6
9517,5,30,45,0.2,40,5.4
9518,5,30,45,0.2,45,4.8
9519,5,30,45,0.2,50,5.0
9520,5,30,45,0.25,5,7.6
9521,5,30,45,0.25,10,6.4
9522,5,30,45,0.25,15,6.4
9523,5,30,45,0.25,20,6.4
9524,5,30,45,0.25,25,5.8
9525,5,30,45,0.25,30,5.8
9526,5,30,45,0.25,35,5.0
9527,5,30,45,0.25,40,5.2
9528,5,30,45,0.25,45,5.2
9529,5,30,45,0.25,50,5.4
9530,5,30,45,0.3,5,7.2
9531,5,30,45,0.3,10,7.2
9532,5,30,45,0.3,15,7.0
9533,5,30,45,0.3,20,6.2
9534,5,30,45,0.3,25,6.4
9535,5,30,45,0.3,30,6.4
9536,5,30,45,0.3,35,5.4
9537,5,30,45,0.3,40,5.4
9538,5,30,45,0.3,45,5.8
9539,5,30,45,0.3,50,5.4
9540,5,30,50,0.05,5,6.6
9541,5,30,50,0.05,10,5.0
9542,5,30,50,0.05,15,4.2
9543,5,30,50,0.05,20,4.2
9544,5,30,50,0.05,25,4.4
9545,5,30,50,0.05,30,4.4
9546,5,30,50,0.05,35,4.8
9547,5,30,50,0.05,40,4.8
9548,5,30,50,0.05,45,4.6
9549,5,30,50,0.05,50,4.6
9550,5,30,50,0.1,5,6.4
9551,5,30,50,0.1,10,5.4
9552,5,30,50,0.1,15,5.0
9553,5,30,50,0.1,20,4.4
9554,5,30,50,0.1,25,4.6
9555,5,30,50,0.1,30,4.4
9556,5,30,50,0.1,35,4.4
9557,5,30,50,0.1,40,4.4
9558,5,30,50,0.1,45,5.2
9559,5,30,50,0.1,50,4.2
9560,5,30,50,0.15,5,6.0
9561,5,30,50,0.15,10,5.2
9562,5,30,50,0.15,15,5.6
9563,5,30,50,0.15,20,5.0
9564,5,30,50,0.15,25,4.6
9565,5,30,50,0.15,30,4.8
9566,5,30,50,0.15,35,4.6
9567,5,30,50,0.15,40,4.6
9568,5,30,50,0.15,45,4.0
9569,5,30,50,0.15,50,4.2
9570,5,30,50,0.2,5,7.0
9571,5,30,50,0.2,10,5.6
9572,5,30,50,0.2,15,5.6
9573,5,30,50,0.2,20,5.6
9574,5,30,50,0.2,25,5.2
9575,5,30,50,0.2,30,4.8
9576,5,30,50,0.2,35,4.8
9577,5,30,50,0.2,40,4.4
9578,5,30,50,0.2,45,5.0
9579,5,30,50,0.2,50,4.6
9580,5,30,50,0.25,5,7.6
9581,5,30,50,0.25,10,7.0
9582,5,30,50,0.25,15,5.8
9583,5,30,50,0.25,20,6.4
9584,5,30,50,0.25,25,5.2
9585,5,30,50,0.25,30,6.0
9586,5,30,50,0.25,35,5.2
9587,5,30,50,0.25,40,5.4
9588,5,30,50,0.25,45,5.2
9589,5,30,50,0.25,50,4.8
9590,5,30,50,0.3,5,8.0
9591,5,30,50,0.3,10,7.2
9592,5,30,50,0.3,15,6.6
9593,5,30,50,0.3,20,6.4
9594,5,30,50,0.3,25,6.8
9595,5,30,50,0.3,30,6.0
9596,5,30,50,0.3,35,6.0
9597,5,30,50,0.3,40,5.8
9598,5,30,50,0.3,45,6.0
9599,5,30,50,0.3,50,5.6
9600,5,35,5,0.05,5,11.2
9601,5,35,5,0.05,10,10.6
9602,5,35,5,0.05,15,9.2
9603,5,35,5,0.05,20,7.8
9604,5,35,5,0.05,25,7.6
9605,5,35,5,0.05,30,7.0
9606,5,35,5,0.05,35,6.0
9607,5,35,5,0.05,40,4.8
9608,5,35,5,0.05,45,4.8
9609,5,35,5,0.05,50,4.8
9610,5,35,5,0.1,5,11.0
9611,5,35,5,0.1,10,9.6
9612,5,35,5,0.1,15,8.8
9613,5,35,5,0.1,20,7.0
9614,5,35,5,0.1,25,7.6
9615,5,35,5,0.1,30,7.2
9616,5,35,5,0.1,35,6.4
9617,5,35,5,0.1,40,6.2
9618,5,35,5,0.1,45,5.6
9619,5,35,5,0.1,50,5.2
9620,5,35,5,0.15,5,11.2
9621,5,35,5,0.15,10,9.2
9622,5,35,5,0.15,15,8.2
9623,5,35,5,0.15,20,9.0
9624,5,35,5,0.15,25,8.2
9625,5,35,5,0.15,30,7.4
9626,5,35,5,0.15,35,6.6
9627,5,35,5,0.15,40,6.2
9628,5,35,5,0.15,45,6.8
9629,5,35,5,0.15,50,6.8
9630,5,35,5,0.2,5,11.8
9631,5,35,5,0.2,10,11.0
9632,5,35,5,0.2,15,10.4
9633,5,35,5,0.2,20,8.0
9634,5,35,5,0.2,25,7.8
9635,5,35,5,0.2,30,8.0
9636,5,35,5,0.2,35,7.4
9637,5,35,5,0.2,40,8.0
9638,5,35,5,0.2,45,7.6
9639,5,35,5,0.2,50,6.8
9640,5,35,5,0.25,5,12.8
9641,5,35,5,0.25,10,10.0
9642,5,35,5,0.25,15,10.2
9643,5,35,5,0.25,20,9.2
9644,5,35,5,0.25,25,8.6
9645,5,35,5,0.25,30,8.2
9646,5,35,5,0.25,35,8.2
9647,5,35,5,0.25,40,8.4
9648,5,35,5,0.25,45,7.6
9649,5,35,5,0.25,50,8.4
9650,5,35,5,0.3,5,12.0
9651,5,35,5,0.3,10,10.2
9652,5,35,5,0.3,15,10.4
9653,5,35,5,0.3,20,10.2
9654,5,35,5,0.3,25,10.2
9655,5,35,5,0.3,30,9.0
9656,5,35,5,0.3,35,8.4
9657,5,35,5,0.3,40,8.2
9658,5,35,5,0.3,45,9.0
9659,5,35,5,0.3,50,8.6
9660,5,35,10,0.05,5,8.4
9661,5,35,10,0.05,10,7.6
9662,5,35,10,0.05,15,6.0
9663,5,35,10,0.05,20,6.0
9664,5,35,10,0.05,25,5.2
9665,5,35,10,0.05,30,4.8
9666,5,35,10,0.05,35,4.8
9667,5,35,10,0.05,40,4.6
9668,5,35,10,0.05,45,4.4
9669,5,35,10,0.05,50,4.8
9670,5,35,10,0.1,5,9.2
9671,5,35,10,0.1,10,7.4
9672,5,35,10,0.1,15,7.0
9673,5,35,10,0.1,20,6.2
9674,5,35,10,0.1,25,5.6
9675,5,35,10,0.1,30,5.0
9676,5,35,10,0.1,35,5.2
9677,5,35,10,0.1,40,4.8
9678,5,35,10,0.1,45,5.2
9679,5,35,10,0.1,50,4.6
9680,5,35,10,0.15,5,8.8
9681,5,35,10,0.15,10,8.2
9682,5,35,10,0.15,15,7.8
9683,5,35,10,0.15,20,6.6
9684,5,35,10,0.15,25,6.4
9685,5,35,10,0.15,30,6.4
9686,5,35,10,0.15,35,5.6
9687,5,35,10,0.15,40,5.6
9688,5,35,10,0.15,45,6.0
9689,5,35,10,0.15,50,5.4
9690,5,35,10,0.2,5,10.8
9691,5,35,10,0.2,10,8.2
9692,5,35,10,0.2,15,8.0
9693,5,35,10,0.2,20,8.4
9694,5,35,10,0.2,25,7.0
9695,5,35,10,0.2,30,6.8
9696,5,35,10,0.2,35,6.6
9697,5,35,10,0.2,40,6.2
9698,5,35,10,0.2,45,6.4
9699,5,35,10,0.2,50,6.4
9700,5,35,10,0.25,5,10.8
9701,5,35,10,0.25,10,10.2
9702,5,35,10,0.25,15,8.6
9703,5,35,10,0.25,20,8.0
9704,5,35,10,0.25,25,7.8
9705,5,35,10,0.25,30,7.8
9706,5,35,10,0.25,35,6.4
9707,5,35,10,0.25,40,7.4
9708,5,35,10,0.25,45,7.4
9709,5,35,10,0.25,50,7.4
9710,5,35,10,0.3,5,10.6
9711,5,35,10,0.3,10,9.6
9712,5,35,10,0.3,15,8.2
9713,5,35,10,0.3,20,9.2
9714,5,35,10,0.3,25,8.4
9715,5,35,10,0.3,30,9.2
9716,5,35,10,0.3,35,7.6
9717,5,35,10,0.3,40,8.8
9718,5,35,10,0.3,45,7.4
9719,5,35,10,0.3,50,7.8
9720,5,35,15,0.05,5,8.0
9721,5,35,15,0.05,10,6.2
9722,5,35,15,0.05,15,5.2
9723,5,35,15,0.05,20,5.0
9724,5,35,15,0.05,25,4.8
9725,5,35,15,0.05,30,4.8
9726,5,35,15,0.05,35,4.4
9727,5,35,15,0.05,40,4.2
9728,5,35,15,0.05,45,4.2
9729,5,35,15,0.05,50,4.6
9730,5,35,15,0.1,5,8.6
9731,5,35,15,0.1,10,6.8
9732,5,35,15,0.1,15,6.6
9733,5,35,15,0.1,20,5.4
9734,5,35,15,0.1,25,4.8
9735,5,35,15,0.1,30,4.8
9736,5,35,15,0.1,35,5.2
9737,5,35,15,0.1,40,4.6
9738,5,35,15,0.1,45,4.6
9739,5,35,15,0.1,50,4.6
9740,5,35,15,0.15,5,10.4
9741,5,35,15,0.15,10,8.2
9742,5,35,15,0.15,15,7.0
9743,5,35,15,0.15,20,6.0
9744,5,35,15,0.15,25,6.0
9745,5,35,15,0.15,30,5.6
9746,5,35,15,0.15,35,5.4
9747,5,35,15,0.15,40,5.6
9748,5,35,15,0.15,45,5.2
9749,5,35,15,0.15,50,4.8
9750,5,35,15,0.2,5,10.0
9751,5,35,15,0.2,10,8.4
9752,5,35,15,0.2,15,7.0
9753,5,35,15,0.2,20,7.4
9754,5,35,15,0.2,25,6.4
9755,5,35,15,0.2,30,6.0
9756,5,35,15,0.2,35,5.6
9757,5,35,15,0.2,40,6.2
9758,5,35,15,0.2,45,6.0
9759,5,35,15,0.2,50,5.8
9760,5,35,15,0.25,5,9.8
9761,5,35,15,0.25,10,8.8
9762,5,35,15,0.25,15,8.4
9763,5,35,15,0.25,20,7.6
9764,5,35,15,0.25,25,6.8
9765,5,35,15,0.25,30,7.8
9766,5,35,15,0.25,35,7.0
9767,5,35,15,0.25,40,6.2
9768,5,35,15,0.25,45,6.8
9769,5,35,15,0.25,50,6.4
9770,5,35,15,0.3,5,10.0
9771,5,35,15,0.3,10,9.6
9772,5,35,15,0.3,15,9.2
9773,5,35,15,0.3,20,7.8
9774,5,35,15,0.3,25,7.8
9775,5,35,15,0.3,30,7.4
9776,5,35,15,0.3,35,8.0
9777,5,35,15,0.3,40,7.6
9778,5,35,15,0.3,45,7.8
9779,5,35,15,0.3,50,7.4
9780,5,35,20,0.05,5,8.0
9781,5,35,20,0.05,10,6.0
9782,5,35,20,0.05,15,4.8
9783,5,35,20,0.05,20,4.4
9784,5,35,20,0.05,25,4.6
9785,5,35,20,0.05,30,4.2
9786,5,35,20,0.05,35,4.4
9787,5,35,20,0.05,40,4.0
9788,5,35,20,0.05,45,4.2
9789,5,35,20,0.05,50,4.4
9790,5,35,20,0.1,5,8.0
9791,5,35,20,0.1,10,7.2
9792,5,35,20,0.1,15,5.8
9793,5,35,20,0.1,20,5.4
9794,5,35,20,0.1,25,5.0
9795,5,35,20,0.1,30,4.8
9796,5,35,20,0.1,35,4.4
9797,5,35,20,0.1,40,4.4
9798,5,35,20,0.1,45,4.0
9799,5,35,20,0.1,50,4.2
9800,5,35,20,0.15,5,9.0
9801,5,35,20,0.15,10,7.2
9802,5,35,20,0.15,15,6.0
9803,5,35,20,0.15,20,6.4
9804,5,35,20,0.15,25,5.8
9805,5,35,20,0.15,30,5.6
9806,5,35,20,0.15,35,5.0
9807,5,35,20,0.15,40,5.4
9808,5,35,20,0.15,45,4.8
9809,5,35,20,0.15,50,5.0
9810,5,35,20,0.2,5,9.2
9811,5,35,20,0.2,10,7.6
9812,5,35,20,0.2,15,6.8
9813,5,35,20,0.2,20,6.8
9814,5,35,20,0.2,25,7.0
9815,5,35,20,0.2,30,6.6
9816,5,35,20,0.2,35,5.6
9817,5,35,20,0.2,40,6.6
9818,5,35,20,0.2,45,5.6
9819,5,35,20,0.2,50,5.4
9820,5,35,20,0.25,5,9.4
9821,5,35,20,0.25,10,8.0
9822,5,35,20,0.25,15,8.2
9823,5,35,20,0.25,20,7.6
9824,5,35,20,0.25,25,7.4
9825,5,35,20,0.25,30,7.0
9826,5,35,20,0.25,35,6.8
9827,5,35,20,0.25,40,6.6
9828,5,35,20,0.25,45,7.0
9829,5,35,20,0.25,50,6.6
9830,5,35,20,0.3,5,11.0
9831,5,35,20,0.3,10,8.8
9832,5,35,20,0.3,15,7.6
9833,5,35,20,0.3,20,8.2
9834,5,35,20,0.3,25,7.6
9835,5,35,20,0.3,30,7.4
9836,5,35,20,0.3,35,8.0
9837,5,35,20,0.3,40,8.0
9838,5,35,20,0.3,45,7.4
9839,5,35,20,0.3,50,7.2
9840,5,35,25,0.05,5,8.6
9841,5,35,25,0.05,10,6.2
9842,5,35,25,0.05,15,4.8
9843,5,35,25,0.05,20,4.4
9844,5,35,25,0.05,25,4.2
9845,5,35,25,0.05,30,4.4
9846,5,35,25,0.05,35,4.4
9847,5,35,25,0.05,40,4.4
9848,5,35,25,0.05,45,4.6
9849,5,35,25,0.05,50,4.6
9850,5,35,25,0.1,5,9.0
9851,5,35,25,0.1,10,6.6
9852,5,35,25,0.1,15,5.6
9853,5,35,25,0.1,20,5.2
9854,5,35,25,0.1,25,5.0
9855,5,35,25,0.1,30,5.0
9856,5,35,25,0.1,35,4.8
9857,5,35,25,0.1,40,4.4
9858,5,35,25,0.1,45,4.6
9859,5,35,25,0.1,50,4.2
9860,5,35,25,0.15,5,8.6
9861,5,35,25,0.15,10,7.0
9862,5,35,25,0.15,15,6.0
9863,5,35,25,0.15,20,6.0
9864,5,35,25,0.15,25,6.0
9865,5,35,25,0.15,30,5.6
9866,5,35,25,0.15,35,5.2
9867,5,35,25,0.15,40,5.2
9868,5,35,25,0.15,45,4.8
9869,5,35,25,0.15,50,4.6
9870,5,35,25,0.2,5,9.2
9871,5,35,25,0.2,10,7.8
9872,5,35,25,0.2,15,7.8
9873,5,35,25,0.2,20,6.8
9874,5,35,25,0.2,25,6.6
9875,5,35,25,0.2,30,6.2
9876,5,35,25,0.2,35,5.6
9877,5,35,25,0.2,40,5.8
9878,5,35,25,0.2,45,6.0
9879,5,35,25,0.2,50,5.8
9880,5,35,25,0.25,5,9.4
9881,5,35,25,0.25,10,8.4
9882,5,35,25,0.25,15,7.8
9883,5,35,25,0.25,20,7.2
9884,5,35,25,0.25,25,7.8
9885,5,35,25,0.25,30,7.2
9886,5,35,25,0.25,35,6.2
9887,5,35,25,0.25,40,6.2
9888,5,35,25,0.25,45,6.8
9889,5,35,25,0.25,50,6.6
9890,5,35,25,0.3,5,10.0
9891,5,35,25,0.3,10,9.4
9892,5,35,25,0.3,15,8.6
9893,5,35,25,0.3,20,8.6
9894,5,35,25,0.3,25,7.8
9895,5,35,25,0.3,30,6.8
9896,5,35,25,0.3,35,7.4
9897,5,35,25,0.3,40,6.8
9898,5,35,25,0.3,45,7.2
9899,5,35,25,0.3,50,7.2
9900,5,35,30,0.05,5,7.6
9901,5,35,30,0.05,10,6.2
9902,5,35,30,0.05,15,4.6
9903,5,35,30,0.05,20,4.4
9904,5,35,30,0.05,25,4.2
9905,5,35,30,0.05,30,4.6
9906,5,35,30,0.05,35,4.0
9907,5,35,30,0.05,40,4.4
9908,5,35,30,0.05,45,4.6
9909,5,35,30,0.05,50,5.0
9910,5,35,30,0.1,5,7.8
9911,5,35,30,0.1,10,6.4
9912,5,35,30,0.1,15,5.8
9913,5,35,30,0.1,20,4.8
9914,5,35,30,0.1,25,4.8
9915,5,35,30,0.1,30,5.0
9916,5,35,30,0.1,35,4.4
9917,5,35,30,0.1,40,4.8
9918,5,35,30,0.1,45,4.4
9919,5,35,30,0.1,50,4.2
9920,5,35,30,0.15,5,8.8
9921,5,35,30,0.15,10,6.8
9922,5,35,30,0.15,15,5.8
9923,5,35,30,0.15,20,5.8
9924,5,35,30,0.15,25,5.4
9925,5,35,30,0.15,30,5.4
9926,5,35,30,0.15,35,5.0
9927,5,35,30,0.15,40,4.6
9928,5,35,30,0.15,45,5.0
9929,5,35,30,0.15,50,4.6
9930,5,35,30,0.2,5,8.4
9931,5,35,30,0.2,10,7.2
9932,5,35,30,0.2,15,6.6
9933,5,35,30,0.2,20,6.2
9934,5,35,30,0.2,25,5.8
9935,5,35,30,0.2,30,6.2
9936,5,35,30,0.2,35,5.8
9937,5,35,30,0.2,40,6.2
9938,5,35,30,0.2,45,5.6
9939,5,35,30,0.2,50,5.0
9940,5,35,30,0.25,5,8.8
9941,5,35,30,0.25,10,8.4
9942,5,35,30,0.25,15,7.2
9943,5,35,30,0.25,20,6.8
9944,5,35,30,0.25,25,7.0
9945,5,35,30,0.25,30,6.6
9946,5,35,30,0.25,35,6.4
9947,5,35,30,0.25,40,5.8
9948,5,35,30,0.25,45,6.2
9949,5,35,30,0.25,50,6.2
9950,5,35,30,0.3,5,9.4
9951,5,35,30,0.3,10,9.0
9952,5,35,30,0.3,15,7.8
9953,5,35,30,0.3,20,7.0
9954,5,35,30,0.3,25,6.6
9955,5,35,30,0.3,30,7.4
9956,5,35,30,0.3,35,7.2
9957,5,35,30,0.3,40,7.4
9958,5,35,30,0.3,45,7.8
9959,5,35,30,0.3,50,6.8
9960,5,35,35,0.05,5,7.8
9961,5,35,35,0.05,10,5.4
9962,5,35,35,0.05,15,4.6
9963,5,35,35,0.05,20,4.2
9964,5,35,35,0.05,25,4.8
9965,5,35,35,0.05,30,4.4
9966,5,35,35,0.05,35,4.2
9967,5,35,35,0.05,40,4.4
9968,5,35,35,0.05,45,4.6
9969,5,35,35,0.05,50,4.4
9970,5,35,35,0.1,5,7.6
9971,5,35,35,0.1,10,6.4
9972,5,35,35,0.1,15,5.0
9973,5,35,35,0.1,20,4.8
9974,5,35,35,0.1,25,4.2
9975,5,35,35,0.1,30,4.2
9976,5,35,35,0.1,35,4.8
9977,5,35,35,0.1,40,4.2
9978,5,35,35,0.1,45,4.4
9979,5,35,35,0.1,50,4.6
9980,5,35,35,0.15,5,8.2
9981,5,35,35,0.15,10,7.8
9982,5,35,35,0.15,15,6.0
9983,5,35,35,0.15,20,5.6
9984,5,35,35,0.15,25,5.0
9985,5,35,35,0.15,30,5.8
